lambda1,P11_Pow(I1),P11_Pow(I2),P11_Exp(I1),P11_Exp(I2),P11_Pow(I4),P11_Pow(I6),P11_Exp(I4),P11_Exp(I6),lambda2,P22_Pow(I1),P22_Pow(I2),P22_Exp(I1),P22_Exp(I2),P22_Pow(I4),P22_Pow(I6),P22_Exp(I4),P22_Exp(I6)
1.1656565656565656,0.14546024067280236,0.34546916506470876,0.012271462264114696,0.012087028217887081,0.00014100368664594605,0.0073046699193546945,6.153485363435125e-05,0.022521544304466196,1.1656565656565656,0.02181903610092022,0.051820374759706314,0.0018407193396172046,0.0018130542326830635,0.0,0.0,0.0,0.0
1.1676767676767676,0.1545198831647207,0.3667968618501571,0.013047342348220846,0.012863288221656869,0.00014277341880733355,0.007357341231196705,6.232768839956339e-05,0.022662334776962893,1.1676767676767676,0.023177982474708102,0.0550195292775236,0.0019571013522331265,0.0019294932332485292,0.0,0.0,0.0,0.0
1.1696969696969697,0.16402430797953618,0.38914248180312705,0.013863597039357268,0.013680585683110206,0.0001445443227548267,0.007409430474676321,6.312158239460405e-05,0.02280126659518858,1.1696969696969697,0.02460364619693043,0.05837137227046597,0.002079539555903589,0.0020520878524664878,0.0,0.0,0.0,0.0
1.1717171717171717,0.17398969352863058,0.4125404338219686,0.014722026586580284,0.014540807414791409,0.00014631639723847482,0.007460945070895351,6.391653707365751e-05,0.022938369480048612,1.1717171717171717,0.026098454029294445,0.06188106507329529,0.0022083039879870424,0.002181121112218711,0.0,0.0,0.0,0.0
1.1737373737373737,0.18443261287315718,0.4370258089835462,0.015624515147769845,0.015445935441248563,0.00014808964101181428,0.0075118923337779125,6.471255389665332e-05,0.023073672588414876,1.1737373737373737,0.027664891930973257,0.06555387134753027,0.002343677272165441,0.002316890316187209,0.0,0.0,0.0,0.0
1.1757575757575758,0.1953700393137201,0.46263438439211224,0.016573036130800953,0.016398053678147513,0.00014986405283185238,0.007562279471799125,6.550963432926937e-05,0.023207204525574447,1.1757575757575758,0.02930550589705801,0.06939515765881683,0.0024859554196201426,0.0024597080517221627,0.0,0.0,0.0,0.0
1.1777777777777778,0.2068193520366367,0.48940262700627574,0.017569657954010616,0.017399355162662423,0.00015163963145905157,0.007612113589683021,6.630777984293308e-05,0.02333899335736482,1.1777777777777778,0.031022902805495526,0.07341039405094137,0.0026354486931015916,0.002609903274399408,0.0,0.0,0.0,0.0
1.1797979797979798,0.21879834181787292,0.517367697445319,0.018616550260003382,0.018452149881482367,0.000153416375657315,0.007661401690070263,6.71069919148246e-05,0.023469066622004417,1.1797979797979798,0.03281975127268094,0.07760515461679908,0.0027924825390005076,0.002767822482222406,0.0,0.0,0.0,0.0
1.1818181818181817,0.23132521678572301,0.5465674537774035,0.019715990619789535,0.0195588732470971,0.00015519428419396956,0.007710150675156246,6.790727202787749e-05,0.02359745134162708,1.1818181818181817,0.03469878251785828,0.08198511806661053,0.0029573985929684304,0.002933830987064565,0.0,0.0,0.0,0.0
1.183838383838384,0.24441860824332395,0.5770404552909942,0.02087037176749261,0.02072209527767394,0.00015697335583975255,0.007758367348300218,6.870862167078292e-05,0.023724174033528868,1.183838383838384,0.036662791236498606,0.08655606829364913,0.0031305557651238915,0.003108314291651073,0.0,0.0,0.0,0.0
1.1858585858585857,0.2580975765520693,0.6088259662515526,0.02208220940941968,0.021944530541070713,0.00015875358936879365,0.007806058415605852,6.951104233798999e-05,0.023849260721134965,1.1858585858585857,0.03871463648281038,0.09132389493772948,0.0033123314114129523,0.003291679581160472,0.0,0.0,0.0,0.0
1.1878787878787878,0.27238161707700065,0.6419639596450191,0.023354150655207767,0.023229048929256237,0.0001605349835586031,0.007853230487474022,7.031453552970978e-05,0.023972736944695025,1.1878787878787878,0.0408572425615501,0.09629459394675301,0.0035031225982811655,0.0034843573393884353,0.0,0.0,0.0,0.0
1.1898989898989898,0.28729066619522375,0.6764951209100152,0.024688983123056864,0.02457868733579033,0.00016231753719005365,0.007899890080128088,7.111910275191656e-05,0.024094627771713836,1.1898989898989898,0.043093599929283556,0.10147426813650234,0.003703347468458529,0.0036868031003685475,0.0,0.0,0.0,0.0
1.1919191919191918,0.30284510736841835,0.7124608516597879,0.02608964477580852,0.025996662316026462,0.00016410124904736763,0.007946043617112413,7.192474551635122e-05,0.024214957807125327,1.1919191919191918,0.04542676610526275,0.10686912774896967,0.003913446716371278,0.0038994993474040186,0.0,0.0,0.0,0.0
1.1939393939393939,0.3190657772804941,0.749903273396114,0.027559234549855153,0.0274863838175594,0.00016588611791810103,0.007991697430764522,7.273146534052323e-05,0.024333751203216437,1.1939393939393939,0.047859866592074134,0.11248549100941709,0.0041338851824782715,0.00412295757263391,0.0,0.0,0.0,0.0
1.195959595959596,0.3359739720414362,0.7888652312160294,0.029101023844619198,0.02905147007704468,0.00016767214259312947,0.008036857763661448,7.353926374771376e-05,0.0244510316693082,1.195959595959596,0.05039609580621544,0.11832978468240604,0.004365153576692878,0.004357720511556753,0.0,0.0,0.0,0.0
1.197979797979798,0.35359145345841586,0.8293902975133525,0.030718468946713786,0.030695763789181003,0.00016945932186663215,0.008081530770040729,7.434814226697802e-05,0.02456682248120034,1.197979797979798,0.0530387180187624,0.12440854462700288,0.004607770342007093,0.004604364568377151,0.0,0.0,0.0,0.0
1.2,0.3719404553751541,0.8715227756757548,0.0324152244699051,0.032423349664273966,0.00017124765453607998,0.008125722517196596,7.515810243314817e-05,0.024681146490386177,1.2,0.055791068306272895,0.1307284163513632,0.004862283670485766,0.0048635024496411,0.0,0.0,0.0,0.0
