lambda1,P11_Pow(I1),P11_Pow(I2),P11_Cosh(I1),P11_Cosh(I2),P11_Sinh(I1),P11_Sinh(I2),P11_Cosh(I4),P11_Cosh(I6),P11_Sinh(I4),P11_Sinh(I6),lambda2,P22_Pow(I1),P22_Pow(I2),P22_Cosh(I1),P22_Cosh(I2),P22_Sinh(I1),P22_Sinh(I2),P22_Cosh(I4),P22_Cosh(I6),P22_Sinh(I4),P22_Sinh(I6)
1.1313131313131313,0.0380604555516432,0.1006182311701283,0.004022128454170134,0.0046527097788690835,0.005059842353568938,0.005664979843082966,1.6321502583755847e-05,0.00016934274970541017,4.4672573266921504e-05,0.029970381693433024,1.1313131313131313,0.005709068332746428,0.01509273467551969,0.0006033192681255331,0.0006979064668303797,0.0007589763530353491,0.0008497469764624716,0.0,0.0,0.0,0.0
1.1333333333333333,0.041083440682927505,0.10873965636240351,0.00433334246693046,0.005026299040266713,0.005469947976508083,0.006129064802276389,1.6651747033683455e-05,0.0001672981675220846,4.5378655901248406e-05,0.0302729458478012,1.1333333333333333,0.006162516102439186,0.01631094845436051,0.0006500013700395696,0.000753944856040017,0.0008204921964762213,0.0009193597203414589,0.0,0.0,0.0,0.0
1.1353535353535353,0.04429481452998868,0.11737046979930549,0.004663406791431122,0.00542325855177032,0.005906253979034328,0.006622788304139619,1.6984659216101518e-05,0.00016525230362003,4.608530032061464e-05,0.030572230615819367,1.1353535353535353,0.0066442221794983025,0.017605570469895825,0.0006995110187146684,0.0008134887827655479,0.0008859380968551495,0.0009934182456209429,0.0,0.0,0.0,0.0
1.1373737373737374,0.04770320107965532,0.1265335544815116,0.005013164235066151,0.005844649971895799,0.006370000152347647,0.007147515636872703,1.7320251761319556e-05,0.000163206865633663,4.679250620812352e-05,0.030868281428185547,1.1373737373737374,0.00715548016194824,0.018980033172227025,0.0007519746352599227,0.000876697495784381,0.0009555000228521471,0.0010721273455309255,0.0,0.0,0.0,0.0
1.1393939393939394,0.05131748267495499,0.13625241260340837,0.005383483666141803,0.00629156662395518,0.006862465627767406,0.007704651304804155,1.7658537333639347e-05,0.000161163452943127,4.750027325004847e-05,0.031161142855097412,1.1393939393939394,0.007697622401243128,0.020437861890510226,0.0008075225499212557,0.0009437349935932344,0.0010293698441650914,0.0011556976957205767,0.0,0.0,0.0,0.0
1.1414141414141414,0.05514680404534098,0.14655117082776112,0.005775260653214394,0.006765134183921262,0.007384969663155287,0.008295639659563717,1.7999528631403657e-05,0.00015912356225253555,4.820860113583235e-05,0.03145085862837889,1.1414141414141414,0.008272020606801076,0.021982675624163887,0.0008662890979821592,0.0010147701275881893,0.001107745449473293,0.0012443459489345254,0.0,0.0,0.0,0.0
1.1434343434343435,0.05920057636651057,0.1574545854899417,0.00618941813400732,0.007266511406541575,0.007938872462737024,0.008921965584198163,1.834323838704528e-05,0.00015708859289473702,4.8917489558088776e-05,0.03173747166290256,1.1434343434343435,0.008880086454976581,0.023618187823491257,0.0009284127201010981,0.0010899767109812364,0.0011908308694105645,0.0013382948376297122,0.0,0.0,0.0,0.0
1.1454545454545455,0.06348848135083189,0.16898804773459125,0.00662690711595443,0.007796890892761625,0.008525576035641332,0.009585155240642896,1.8689679367136383e-05,0.00015505985187596566,4.96269382126014e-05,0.032021024077333426,1.1454545454545455,0.009523272202624784,0.025348207160189276,0.0009940360673931703,0.0011695336339142704,0.0012788364053461997,0.001437773286096472,0.0,0.0,0.0,0.0
1.1474747474747475,0.0680204753694056,0.1811775885881327,0.007088707410538867,0.008357499901706452,0.009146525099306909,0.010286776892586088,1.9038864372437852e-05,0.00015303855867307499,5.0336946798324746e-05,0.032301557214218166,1.1474747474747475,0.01020307130541084,0.027176638288219604,0.00106330611158083,0.0012536249852559422,0.0013719787648960474,0.0015430165338878776,0.0,0.0,0.0,0.0
1.1494949494949496,0.07280679360679354,0.19404988396997092,0.007575828403717699,0.00894960121061071,0.00980320803485574,0.011028441817531117,1.939080623794895e-05,0.00015102584979542516,5.104751501738451e-05,0.032579111659443646,1.1494949494949496,0.010921019041019027,0.029107482595495605,0.001136374260557655,0.0013424401815916053,0.0014704812052283613,0.0016542662726296675,0.0,0.0,0.0,0.0
1.1515151515151514,0.07785795424938051,0.2076322596454517,0.008089309864850621,0.009574494026282432,0.01049715790259718,0.011811805323934036,1.9745517832957122e-05,0.0001490227831228948,5.1758642575078055e-05,0.03285372726108675,1.1515151515151514,0.011678693137407077,0.031144838946818486,0.001213396479727613,0.0014361741039423937,0.0015745736853895638,0.0017717707985901465,0.0,0.0,0.0,0.0
1.1535353535353534,0.08318476270840926,0.22195269612342822,0.008630222796693397,0.010233514951854072,0.01122995352706954,0.012638567891587607,2.010301206108801e-05,0.00014703034203092242,5.2470329179874864e-05,0.03312544314767775,1.1535353535353534,0.012477714406261388,0.033292904418514964,0.0012945334195040095,0.001535027242778143,0.001684493029060431,0.0018957851837381713,0.0,0.0,0.0,0.0
1.1555555555555554,0.08879831587863114,0.23703983350115246,0.009199670329153597,0.010928039012773616,0.012003220662405922,0.013510476456043582,2.0463301860355665e-05,0.00014504943931294522,5.3182574543417325e-05,0.03339429774589728,1.1555555555555554,0.013319747381794582,0.035555975025172874,0.0013799505493730397,0.0016392058519160424,0.0018004830993608883,0.0020265714684065384,0.0,0.0,0.0,0.0
1.1575757575757575,0.09471000643355924,0.25292297625939164,0.009798788659663268,0.011659480746191046,0.012818633250398637,0.01442932586081936,2.082640020321285e-05,0.00014308092091009,5.3895378380520965e-05,0.033660328797727804,1.1575757575757575,0.01420650096503398,0.03793844643890875,0.00146981829894949,0.0017489221119286569,0.0019227949875597955,0.002164398879122904,0.0,0.0,0.0,0.0
1.1595959595959595,0.1009315271583211,0.26963209801031857,0.010428748043183448,0.01242929535810268,0.013677914785432402,0.015396960504442747,2.1192320096601748e-05,0.0001411255694574865,5.4608740409175475e-05,0.03392357337707806,1.1595959595959595,0.015139729073748267,0.040444814701548246,0.0015643122064775174,0.0018643943037154377,0.0020516872178148616,0.002309544075666441,0.0,0.0,0.0,0.0
1.1616161616161615,0.10747487532101842,0.28719784620078836,0.011090753835019129,0.013238979952836604,0.014582839802474,0.01641527621312521,2.1561074582004752e-05,0.00013918410765611158,5.5322660350545306e-05,0.03418406790589964,1.1616161616161615,0.016121231298153068,0.0430796769301195,0.0016636130752528838,0.001985846992925577,0.002187425970371131,0.0024622914319688905,0.0,0.0,0.0,0.0
1.1636363636363636,0.11435235708357669,0.30565154677352074,0.01178604758980619,0.014090074839697006,0.015535235506602126,0.01748622237403894,2.1932676735495376e-05,0.00013725720147863922,5.6037137928970754e-05,0.03444184816981279,1.1636363636363636,0.017152853562536503,0.04584773201602811,0.0017679071384709283,0.002113511225954551,0.0023302853259902995,0.0026229333561058744,0.0,0.0,0.0,0.0
1.1656565656565656,0.12157659195302811,0.325025208788576,0.012515908220216969,0.014984164921824306,0.016536983565141546,0.01861180436886484,2.230713966778957e-05,0.00013534546321734785,5.6752172871968396e-05,0.03469694933325944,1.1656565656565656,0.018236488792954107,0.0487537813182864,0.001877386233032546,0.0022476247382736494,0.002480547534771232,0.002791770655329726,0.0,0.0,0.0,0.0
1.1676767676767676,0.12916051727413846,0.3453515290076931,0.013281653219127273,0.015922881172594466,0.017590022086374026,0.019794086352546758,2.2684476524297047e-05,0.00013344945438174951,5.746776491023233e-05,0.03494940595419903,1.1676767676767676,0.019374077591120767,0.05180272935115397,0.0019922479828690916,0.002388432175889168,0.0026385033129561215,0.0029691129528820136,0.0,0.0,0.0,0.0
1.1696969696969697,0.13711739276434837,0.3666638964435452,0.01408463994919991,0.016907902205130134,0.01869634781207258,0.021035194428032967,2.3064700485172893e-05,0.0001315696884532244,5.8183913777635056e-05,0.03519925199836379,1.1696969696969697,0.02056760891465225,0.05499958446652929,0.0021126959923799867,0.002536185330769396,0.0028044521718108874,0.003155279164204905,0.0,0.0,0.0,0.0
1.1717171717171717,0.14546080509188683,0.38899639687625104,0.014926267004052396,0.0179409559407932,0.019858018554775467,0.022337320274369965,2.344782476536954e-05,0.00012970663350359273,5.890061921122854e-05,0.03544652085308821,1.1717171717171717,0.02181912076378301,0.0583494595314377,0.0022389400506078595,0.0026911433911189797,0.00297870278321632,0.003350598041155495,0.0,0.0,0.0,0.0
1.1737373737373737,0.154204672498039,0.4123838173394925,0.015807975645417142,0.019023821382828935,0.021077155914859126,0.023702725292832245,2.3833862614688562e-05,0.00012786071468421278,5.961788095124515e-05,0.035691245340727554,1.1737373737373737,0.023130700874705458,0.06185757260092228,0.002371196346812541,0.002853573207424256,0.0031615733872288267,0.003555408793924715,0.0,0.0,0.0,0.0
1.1757575757575758,0.16336324946443004,0.4368616505779466,0.016731251320938275,0.02015833050161464,0.022355948317079204,0.02513374534389537,2.4222827317833174e-05,0.00012603231659187567,6.033569874109928e-05,0.03593345773167957,1.1757575757575758,0.024504487419664506,0.065529247586692,0.002509687698140742,0.0030237495752421964,0.0033533922475618818,0.0037700618015842815,0.0,0.0,0.0,0.0
1.1777777777777778,0.1729511314262514,0.4624660994786491,0.01769762526751347,0.02134637023834626,0.023696654411445077,0.026632796157000434,2.4614732194460473e-05,0.00012422178551745988,6.105407232738784e-05,0.03617318975702308,1.1777777777777778,0.02594266971393771,0.06936991492179737,0.002654643790127021,0.003201955535751939,0.0035544981617167837,0.003994919423550065,0.0,0.0,0.0,0.0
1.1797979797979798,0.18298325953231676,0.48923408147756714,0.018708676205357322,0.022589884634273184,0.025101606889088298,0.028202379505085935,2.500959059923433e-05,0.00012242943158301953,6.177300145989215e-05,0.03641047262078628,1.1797979797979798,0.027447488929847514,0.07338511222163568,0.0028063014308035983,0.0033884826951410306,0.003765241033363245,0.004230356925762955,0.0,0.0,0.0,0.0
1.1818181818181817,0.19347492545283493,0.5172032329440408,0.019766032128252776,0.023890877093029075,0.026573216770269165,0.029845090247184174,2.5407415921878098e-05,0.00012065553077270272,6.249248589157891e-05,0.036645337011857626,1.1818181818181817,0.029021238817925392,0.07758048494160612,0.002964904819237916,0.003583631563954335,0.003985982515540376,0.004476763537077626,0.0,0.0,0.0,0.0
1.183838383838384,0.2044417762358039,0.5464119135443652,0.02087137219576037,0.025251412783928742,0.02811397822891836,0.03156362435479957,2.5808221587228063e-05,0.00011890032686263398,6.321252537860205e-05,0.0368778131155514,1.183838383838384,0.030666266435370588,0.0819617870316548,0.0031307058293640554,0.0037877119175893136,0.004217096734337754,0.004734543653219914,0.0,0.0,0.0,0.0
1.1858585858585857,0.21589981921287105,0.5768992105866777,0.02202642873347539,0.026673621194550707,0.029726474026187066,0.03336078805170889,2.6212021055286206e-05,0.00011716403325465018,6.393311968030295e-05,0.03710793062483926,1.1858585858585857,0.03238497288193066,0.08653488158799846,0.003303964310021295,0.004001043179182442,0.004458971103928085,0.005004118207756123,0.0,0.0,0.0,0.0
1.1878787878787878,0.2278654269556061,0.6087049433487067,0.023232989347765312,0.028159698841321152,0.03141338163451944,0.03523950821220868,2.661882782127445e-05,0.00011544683471853039,6.465426855921348e-05,0.03733571875125997,1.1878787878787878,0.03417981404334091,0.09130574150230608,0.003484948402164797,0.0042239548261981735,0.004712007245177916,0.005285926231831275,0.0,0.0,0.0,0.0
1.1898989898989898,0.24035534228297326,0.6418696673903298,0.0244928991617744,0.02971191214730197,0.03317748014380225,0.03720284417997866,2.7028655415687993e-05,0.00011374888904715231,6.537597178105651e-05,0.037561206235516745,1.1898989898989898,0.03605330134244599,0.09628045010854948,0.0036739348742661606,0.004456786822095294,0.0049766220215703375,0.005580426626996795,0.0,0.0,0.0,0.0
1.1919191919191918,0.2533866833209359,0.6764346788521072,0.025808063179865438,0.031332600496810935,0.035021658052382124,0.03925400118868974,2.7441517404349488e-05,0.00011207032862877574,6.609822911474796e-05,0.0377844213577741,1.1919191919191918,0.038008002498140396,0.10146520182781671,0.003871209476979829,0.004699890074521698,0.005253248707857319,0.005888100178303546,0.0,0.0,0.0,0.0
1.1939393939393939,0.2669769486150345,0.7124420187419592,0.02718044878807159,0.03302417947707569,0.03694892205821898,0.0413963455866656,2.7857427388463363e-05,0.00011041126194046278,6.682104033239818e-05,0.038005391947663184,1.1939393939393939,0.04004654229225519,0.10686630281129389,0.004077067318210724,0.004953626921561354,0.005542338308732847,0.00620945183799984,0.0,0.0,0.0,0.0
1.195959595959596,0.2811440222967976,0.7499344772110277,0.02861208839855105,0.03478914431759232,0.038962406979366725,0.04363342209129074,2.8276399004670207e-05,0.00010877177496644443,6.754440520931359e-05,0.038224145394005926,1.195959595959596,0.042171603344519464,0.11249017158165564,0.004291813259782657,0.005218371647638915,0.005844361046905009,0.006545013313693699,0.0,0.0,0.0,0.0
1.197979797979798,0.29590617930485924,0.7889555978206649,0.030105082246499496,0.03663007353847935,0.04106538694846793,0.04596897332498931,2.86984459251015e-05,0.00010715193254506175,6.826832352399879e-05,0.03844070865426688,1.197979797979798,0.044385926895728886,0.11834333967309889,0.004515762336974927,0.005494511030771903,0.006159808042270225,0.006895345998748397,0.0,0.0,0.0,0.0
1.2,0.3112820906616249,0.8295496818014243,0.031661601348435965,0.038549632819667945,0.043261288043196844,0.04840696191353008,2.9123581857434693e-05,0.00010555177964773216,6.899279505815812e-05,0.03865510826374217,1.2,0.04669231359924376,0.12443245227021364,0.004749240202265379,0.005782444922950192,0.006489193206479527,0.007261044287029544,0.0,0.0,0.0,0.0
